epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,14.3664,1.94582,2.75597,5.99613,0.00317,8.84242,0,0,0,0,0,0,0,0,1.28801,2.02151,5.56784,0.00335,0,1.06318e-05,1.06318e-05,1.06318e-05
12,15.1801,1.75292,2.50389,5.97897,0.00308,8.82662,0,0,0,0,0,0,0,0,1.28859,1.99529,5.55408,0.00334,0,1.15665e-05,1.15665e-05,1.15665e-05
13,16.0881,1.4626,2.15249,5.96796,0.00298,8.81471,0,0,0,0,0,0,0,0,1.27736,1.97739,5.55093,0.00329,0,1.24778e-05,1.24778e-05,1.24778e-05
14,16.8828,1.57689,2.31429,5.93639,0.00311,8.83918,0,0,0,0,0,0,0,0,1.26132,1.94064,5.54253,0.00328,0,1.33657e-05,1.33657e-05,1.33657e-05
15,17.6733,1.74233,2.6706,5.93452,0.003,8.81554,0,0,0,0,0,0,0,0,1.24886,1.91618,5.534,0.00325,0,1.42303e-05,1.42303e-05,1.42303e-05
16,18.4326,1.49876,2.11197,5.91997,0.00303,8.80471,0,0,0,0,0,0,0,0,1.2248,1.88011,5.5239,0.00322,0,1.50715e-05,1.50715e-05,1.50715e-05
17,19.2335,1.71231,2.38665,5.91867,0.00307,8.79952,0,0,0,0,0,0,0,0,1.20335,1.88341,5.51837,0.00318,0,1.58894e-05,1.58894e-05,1.58894e-05
18,20.0947,1.88222,2.61625,6.00321,0.003,8.78373,0,0,0,0,0,0,0,0,1.20335,1.88341,5.51837,0.00318,0,1.66839e-05,1.66839e-05,1.66839e-05
19,20.8897,1.58246,2.1841,5.90054,0.00294,8.80157,0,0,0,0,0,0,0,0,1.18123,1.86168,5.51725,0.00309,0,1.7455e-05,1.7455e-05,1.7455e-05
20,21.6597,1.53408,2.1367,5.89515,0.00286,8.79117,0,0,0,0,0,0,0,0,1.18123,1.86168,5.51725,0.00309,0,1.82028e-05,1.82028e-05,1.82028e-05
21,22.4921,1.75249,2.40335,5.93092,0.00278,8.78751,0,0,0,0,0,0,0,0,1.16816,1.84076,5.51594,0.003,0,1.89272e-05,1.89272e-05,1.89272e-05
22,23.2539,1.48888,2.14745,5.88501,0.00276,8.76991,0,0,0,0,0,0,0,0,1.16816,1.84076,5.51594,0.003,0,1.96282e-05,1.96282e-05,1.96282e-05
23,24.1609,1.53107,1.94286,5.85347,0.00283,8.77256,0,0,0,0,0,0,0,0,1.18005,1.81855,5.50003,0.00304,0,2.03059e-05,2.03059e-05,2.03059e-05
24,24.9741,1.31155,1.87243,5.84891,0.00265,8.73308,0,0,0,0,0,0,0,0,1.18005,1.81855,5.50003,0.00304,0,2.09602e-05,2.09602e-05,2.09602e-05
25,25.7939,1.53483,2.14912,5.90132,0.00274,8.73675,0,0,0,0,0,0,0,0,1.17719,1.81375,5.49821,0.003,0,2.15912e-05,2.15912e-05,2.15912e-05
26,26.5325,1.38226,2.04426,5.82601,0.00266,8.73776,0,0,0,0,0,0,0,0,1.17719,1.81375,5.49821,0.003,0,2.21987e-05,2.21987e-05,2.21987e-05
27,27.315,1.5311,2.10807,5.8613,0.00255,8.73453,0,0,0,0,0,0,0,0,1.18159,1.78674,5.4888,0.00297,0,2.2783e-05,2.2783e-05,2.2783e-05
28,28.0665,1.48439,2.07554,5.84918,0.00266,8.69952,0,0,0,0,0,0,0,0,1.18159,1.78674,5.4888,0.00297,0,2.33438e-05,2.33438e-05,2.33438e-05
29,29.0009,1.64685,2.22103,5.83248,0.00275,8.70215,0,0,0,0,0,0,0,0,1.16971,1.77313,5.48726,0.00294,0,2.38813e-05,2.38813e-05,2.38813e-05
30,29.7297,1.46974,1.9929,5.86311,0.00251,8.7013,0,0,0,0,0,0,0,0,1.16971,1.77313,5.48726,0.00294,0,2.43954e-05,2.43954e-05,2.43954e-05
31,30.5413,1.49888,2.21872,5.83621,0.00262,8.69913,0,0,0,0,0,0,0,0,1.16442,1.72263,5.48856,0.00294,0,2.48862e-05,2.48862e-05,2.48862e-05
32,31.3182,1.51456,2.0957,5.76492,0.00252,8.6713,0,0,0,0,0,0,0,0,1.16442,1.72263,5.48856,0.00294,0,2.53536e-05,2.53536e-05,2.53536e-05
33,32.0754,1.3012,1.83532,5.79061,0.00247,8.68523,0,0,0,0,0,0,0,0,1.15339,1.68372,5.49092,0.00291,0,2.57976e-05,2.57976e-05,2.57976e-05
34,32.9344,1.4707,1.97597,5.77213,0.00268,8.65813,0,0,0,0,0,0,0,0,1.15339,1.68372,5.49092,0.00291,0,2.62183e-05,2.62183e-05,2.62183e-05
35,33.7376,1.40259,1.83688,5.76812,0.00254,8.65471,0,0,0,0,0,0,0,0,1.14629,1.68282,5.48398,0.00289,0,2.66156e-05,2.66156e-05,2.66156e-05
36,34.5305,1.401,1.76001,5.79048,0.00252,8.65575,0,0,0,0,0,0,0,0,1.14629,1.68282,5.48398,0.00289,0,2.69895e-05,2.69895e-05,2.69895e-05
37,35.3283,1.41178,1.77576,5.78253,0.00252,8.62917,0,0,0,0,0,0,0,0,1.13585,1.66084,5.4844,0.00285,0,2.73401e-05,2.73401e-05,2.73401e-05
38,36.0855,1.44086,1.81631,5.73624,0.00251,8.61448,0,0,0,0,0,0,0,0,1.13585,1.66084,5.4844,0.00285,0,2.76673e-05,2.76673e-05,2.76673e-05
39,36.917,1.54028,1.92898,5.74997,0.00258,8.62813,0,0,0,0,0,0,0,0,1.13862,1.62076,5.47277,0.00284,0,2.79712e-05,2.79712e-05,2.79712e-05
40,37.7562,1.72431,2.1002,5.76986,0.00265,8.59924,0,0,0,0,0,0,0,0,1.13862,1.62076,5.47277,0.00284,0,2.82517e-05,2.82517e-05,2.82517e-05
41,38.6523,1.46925,1.92172,5.75412,0.00258,8.57721,0,0,0,0,0,0,0,0,1.13542,1.60205,5.46989,0.00284,0,2.85088e-05,2.85088e-05,2.85088e-05
42,39.3943,1.45691,1.86802,5.72636,0.00243,8.58032,0,0,0,0,0,0,0,0,1.13542,1.60205,5.46989,0.00284,0,2.87426e-05,2.87426e-05,2.87426e-05
43,40.1851,1.57129,2.03655,5.74435,0.0026,8.55454,0,0,0,0,0,0,0,0,1.13212,1.57407,5.45214,0.00283,0,2.8953e-05,2.8953e-05,2.8953e-05
44,40.9261,1.27764,1.61453,5.63005,0.0025,8.6006,0,0,0,0,0,0,0,0,1.13212,1.57407,5.45214,0.00283,0,2.914e-05,2.914e-05,2.914e-05
45,41.7412,1.24813,1.6023,5.64419,0.00246,8.56107,0,0,0,0,0,0,0,0,1.12033,1.55093,5.44534,0.0028,0,2.93036e-05,2.93036e-05,2.93036e-05
46,42.6163,1.42995,1.88662,5.65526,0.00243,8.52156,0,0,0,0,0,0,0,0,1.12033,1.55093,5.44534,0.0028,0,2.94439e-05,2.94439e-05,2.94439e-05
47,43.4469,1.2681,1.54884,5.65145,0.00233,8.52932,0,0,0,0,0,0,0,0,1.11927,1.52283,5.42609,0.00277,0,2.95609e-05,2.95609e-05,2.95609e-05
48,44.1707,1.50512,1.88709,5.69038,0.00245,8.5045,0,0,0,0,0,0,0,0,1.11927,1.52283,5.42609,0.00277,0,2.96545e-05,2.96545e-05,2.96545e-05
49,44.9518,1.64494,2.00672,5.74046,0.00242,8.50412,0,0,0,0,0,0,0,0,1.09837,1.49014,5.42334,0.0027,0,2.97247e-05,2.97247e-05,2.97247e-05
50,45.7198,1.37408,1.66081,5.63304,0.00222,8.48641,0,0,0,0,0,0,0,0,1.09837,1.49014,5.42334,0.0027,0,2.97715e-05,2.97715e-05,2.97715e-05
51,46.6077,1.25103,1.55502,5.56791,0.00251,8.48519,0,0,0,0,0,0,0,0,1.111,1.47404,5.39691,0.00273,0,2.9795e-05,2.9795e-05,2.9795e-05
52,47.3587,1.51289,1.66869,5.70324,0.0023,8.46931,0,0,0,0,0,0,0,0,1.111,1.47404,5.39691,0.00273,0,2.97951e-05,2.97951e-05,2.97951e-05
53,48.1578,1.46914,1.88377,5.65169,0.00232,8.46986,0,0,0,0,0,0,0,0,1.111,1.47404,5.39691,0.00273,0,2.97719e-05,2.97719e-05,2.97719e-05
54,49.0046,1.33545,1.54969,5.59195,0.0024,8.48199,0,0,0,0,0,0,0,0,1.10322,1.45281,5.38955,0.00271,0,2.97253e-05,2.97253e-05,2.97253e-05
55,49.7752,1.33422,1.70267,5.57435,0.00227,8.47014,0,0,0,0,0,0,0,0,1.10322,1.45281,5.38955,0.00271,0,2.96553e-05,2.96553e-05,2.96553e-05
56,50.5178,1.47952,1.92995,5.61164,0.00238,8.42468,0,0,0,0,0,0,0,0,1.10322,1.45281,5.38955,0.00271,0,2.95619e-05,2.95619e-05,2.95619e-05
57,51.4076,1.41292,1.86167,5.59038,0.0023,8.40948,0,0,0,0,0,0,0,0,1.09823,1.43987,5.37975,0.00269,0,2.94452e-05,2.94452e-05,2.94452e-05
58,52.1803,1.147,1.5945,5.4917,0.00235,8.41293,0,0,0,0,0,0,0,0,1.09823,1.43987,5.37975,0.00269,0,2.93052e-05,2.93052e-05,2.93052e-05
59,52.9212,1.52762,1.9095,5.60679,0.00244,8.40619,0,0,0,0,0,0,0,0,1.09823,1.43987,5.37975,0.00269,0,2.91418e-05,2.91418e-05,2.91418e-05
60,53.7109,1.37301,1.76572,5.59766,0.00249,8.39814,0,0,0,0,0,0,0,0,1.09341,1.41349,5.36054,0.00265,0,2.8955e-05,2.8955e-05,2.8955e-05
61,54.4781,1.15139,1.37756,5.4866,0.00247,8.37412,0,0,0,0,0,0,0,0,1.09341,1.41349,5.36054,0.00265,0,2.87448e-05,2.87448e-05,2.87448e-05
62,55.3382,1.43902,1.7636,5.55546,0.00248,8.39154,0,0,0,0,0,0,0,0,1.09341,1.41349,5.36054,0.00265,0,2.85113e-05,2.85113e-05,2.85113e-05
63,56.1113,1.27779,1.53292,5.49835,0.00225,8.38065,0,0,0,0,0,0,0,0,1.10323,1.41246,5.33468,0.00264,0,2.82544e-05,2.82544e-05,2.82544e-05
64,56.8621,1.41588,1.69506,5.56275,0.00221,8.36374,0,0,0,0,0,0,0,0,1.10323,1.41246,5.33468,0.00264,0,2.79741e-05,2.79741e-05,2.79741e-05
65,57.68,1.38479,1.7451,5.56652,0.00228,8.36381,0,0,0,0,0,0,0,0,1.10323,1.41246,5.33468,0.00264,0,2.76705e-05,2.76705e-05,2.76705e-05
66,58.4652,1.17679,1.63944,5.47689,0.00215,8.38806,0,0,0,0,0,0,0,0,1.09056,1.39156,5.3201,0.00261,0,2.73435e-05,2.73435e-05,2.73435e-05
67,59.2312,1.21518,1.42014,5.51797,0.00218,8.3619,0,0,0,0,0,0,0,0,1.09056,1.39156,5.3201,0.00261,0,2.69932e-05,2.69932e-05,2.69932e-05
68,60.0824,1.31932,1.67581,5.51084,0.00227,8.34122,0,0,0,0,0,0,0,0,1.09056,1.39156,5.3201,0.00261,0,2.66195e-05,2.66195e-05,2.66195e-05
69,60.8982,1.30706,1.66881,5.47976,0.0023,8.32728,0,0,0,0,0,0,0,0,1.08496,1.36978,5.30617,0.0026,0,2.62224e-05,2.62224e-05,2.62224e-05
70,61.656,1.37908,1.73286,5.5079,0.00225,8.34146,0,0,0,0,0,0,0,0,1.08496,1.36978,5.30617,0.0026,0,2.5802e-05,2.5802e-05,2.5802e-05
71,62.403,1.45608,1.73935,5.50612,0.00241,8.33895,0,0,0,0,0,0,0,0,1.08496,1.36978,5.30617,0.0026,0,2.53582e-05,2.53582e-05,2.53582e-05
72,63.2219,1.28636,1.58807,5.49652,0.00218,8.31579,0,0,0,0,0,0,0,0,1.07251,1.33906,5.29644,0.00257,0,2.4891e-05,2.4891e-05,2.4891e-05
73,64.0685,1.137,1.46868,5.38992,0.00236,8.31849,0,0,0,0,0,0,0,0,1.07251,1.33906,5.29644,0.00257,0,2.44005e-05,2.44005e-05,2.44005e-05
74,64.8079,1.34315,1.67439,5.45031,0.00219,8.2892,0,0,0,0,0,0,0,0,1.07251,1.33906,5.29644,0.00257,0,2.38866e-05,2.38866e-05,2.38866e-05
75,65.5924,1.39264,1.59565,5.50281,0.00219,8.31316,0,0,0,0,0,0,0,0,1.06379,1.33144,5.28952,0.00256,0,2.33494e-05,2.33494e-05,2.33494e-05
76,66.3693,1.41823,1.7315,5.51587,0.00219,8.33188,0,0,0,0,0,0,0,0,1.06379,1.33144,5.28952,0.00256,0,2.27887e-05,2.27887e-05,2.27887e-05
77,67.1246,1.24081,1.40845,5.44268,0.00226,8.28657,0,0,0,0,0,0,0,0,1.06379,1.33144,5.28952,0.00256,0,2.22048e-05,2.22048e-05,2.22048e-05
78,67.8882,1.4498,1.79079,5.49324,0.00227,8.32058,0,0,0,0,0,0,0,0,1.05139,1.30739,5.28322,0.00254,0,2.15974e-05,2.15974e-05,2.15974e-05
79,68.7628,1.43563,1.77879,5.49295,0.00222,8.27629,0,0,0,0,0,0,0,0,1.05139,1.30739,5.28322,0.00254,0,2.09667e-05,2.09667e-05,2.09667e-05
80,69.5013,1.32012,1.55499,5.46162,0.00222,8.2938,0,0,0,0,0,0,0,0,1.05139,1.30739,5.28322,0.00254,0,2.03126e-05,2.03126e-05,2.03126e-05
81,70.3248,1.17188,1.53775,5.35452,0.00231,8.27913,0,0,0,0,0,0,0,0,1.0581,1.30987,5.25166,0.00257,0,1.96352e-05,1.96352e-05,1.96352e-05
82,71.0679,1.44338,1.65133,5.5196,0.00214,8.25328,0,0,0,0,0,0,0,0,1.0581,1.30987,5.25166,0.00257,0,1.89344e-05,1.89344e-05,1.89344e-05
83,71.8111,1.21819,1.49483,5.39523,0.00214,8.2624,0,0,0,0,0,0,0,0,1.0581,1.30987,5.25166,0.00257,0,1.82102e-05,1.82102e-05,1.82102e-05
84,72.7572,1.34212,1.58994,5.45677,0.0021,8.27,0,0,0,0,0,0,0,0,1.06195,1.30326,5.23584,0.00257,0,1.74627e-05,1.74627e-05,1.74627e-05
85,73.5044,1.34597,1.58341,5.42722,0.00218,8.23588,0,0,0,0,0,0,0,0,1.06195,1.30326,5.23584,0.00257,0,1.66918e-05,1.66918e-05,1.66918e-05
86,74.2509,1.31743,1.6406,5.43378,0.0021,8.23389,0,0,0,0,0,0,0,0,1.06195,1.30326,5.23584,0.00257,0,1.58976e-05,1.58976e-05,1.58976e-05
87,75.011,1.24572,1.42209,5.37713,0.00214,8.25596,0,0,0,0,0,0,0,0,1.06195,1.30326,5.23584,0.00257,0,1.50799e-05,1.50799e-05,1.50799e-05
88,75.7908,1.28325,1.46017,5.40191,0.00213,8.25306,0,0,0,0,0,0,0,0,1.05202,1.29387,5.21943,0.00256,0,1.42389e-05,1.42389e-05,1.42389e-05
89,76.6472,1.25838,1.51531,5.32503,0.00228,8.24632,0,0,0,0,0,0,0,0,1.05202,1.29387,5.21943,0.00256,0,1.33746e-05,1.33746e-05,1.33746e-05
90,77.4635,1.34511,1.52822,5.46118,0.00209,8.23228,0,0,0,0,0,0,0,0,1.05202,1.29387,5.21943,0.00256,0,1.24869e-05,1.24869e-05,1.24869e-05
91,78.8733,1.15144,1.38371,5.32471,0.00233,8.2668,0,0,0,0,0,0,0,0,1.05202,1.29387,5.21943,0.00256,0,1.15758e-05,1.15758e-05,1.15758e-05
92,79.7063,1.23679,1.45461,5.38962,0.00258,8.27645,0,0,0,0,0,0,0,0,1.06097,1.28919,5.20078,0.0026,0,1.06414e-05,1.06414e-05,1.06414e-05
93,80.4909,1.37745,1.64833,5.44902,0.00234,8.27328,0,0,0,0,0,0,0,0,1.06097,1.28919,5.20078,0.0026,0,9.68355e-06,9.68355e-06,9.68355e-06
94,81.2246,1.11734,1.45679,5.32974,0.00236,8.26821,0,0,0,0,0,0,0,0,1.06097,1.28919,5.20078,0.0026,0,8.70238e-06,8.70238e-06,8.70238e-06
95,82.056,1.36249,1.95789,5.49019,0.00243,8.26797,0,0,0,0,0,0,0,0,1.06097,1.28919,5.20078,0.0026,0,7.69785e-06,7.69785e-06,7.69785e-06
96,82.7754,1.23166,1.69419,5.39576,0.00234,8.2543,0,0,0,0,0,0,0,0,1.07261,1.28328,5.1767,0.0026,0,6.66995e-06,6.66995e-06,6.66995e-06
97,83.4564,1.43635,1.81752,5.54996,0.00242,8.28418,0,0,0,0,0,0,0,0,1.07261,1.28328,5.1767,0.0026,0,5.61869e-06,5.61869e-06,5.61869e-06
98,84.1343,1.42995,1.62041,5.44165,0.0026,8.27612,0,0,0,0,0,0,0,0,1.07261,1.28328,5.1767,0.0026,0,4.54406e-06,4.54406e-06,4.54406e-06
99,84.8112,1.32169,1.56017,5.37902,0.00243,8.27542,0,0,0,0,0,0,0,0,1.07261,1.28328,5.1767,0.0026,0,3.44607e-06,3.44607e-06,3.44607e-06
100,85.634,1.25228,1.51086,5.35243,0.00242,8.26755,0,0,0,0,0,0,0,0,1.07245,1.3,5.16248,0.00263,0,2.32472e-06,2.32472e-06,2.32472e-06
