epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,48.2865,1.23848,1.3949,1.25333,0.00224,0.53602,0.88934,0.46154,0.80355,0.53522,0.82985,0.43846,0.7444,0.35823,1.09781,1.11893,1.85751,0.00276,0,0.00144476,0.00144476,0.00144476
12,51.5063,1.26701,1.34328,1.17455,0.00211,0.50043,0.75429,0.63758,0.79585,0.57246,0.72285,0.62195,0.72555,0.36307,0.97309,1.1638,1.44345,0.00239,0,0.00156961,0.00156961,0.00156961
13,54.9435,1.24579,1.3506,1.09813,0.00203,0.50986,0.77367,0.75385,0.82602,0.59932,0.7314,0.72308,0.75234,0.39113,0.93978,1.17124,1.32122,0.0024,0,0.00169308,0.00169308,0.00169308
14,58.4702,1.26473,1.36113,1.07262,0.00201,0.46044,0.81581,0.82308,0.88348,0.62809,0.80056,0.80769,0.86417,0.46858,0.96357,1.20865,1.22364,0.0024,0,0.00181516,0.00181516,0.00181516
15,61.8563,1.27242,1.37304,1.0454,0.00211,0.44037,0.85809,0.79076,0.89654,0.63883,0.85809,0.79076,0.89837,0.52845,1.01683,1.12524,1.11273,0.0026,0,0.0018614,0.0018614,0.0018614
16,65.2007,1.25793,1.34613,1.0214,0.00206,0.38967,0.77462,0.78462,0.88429,0.62181,0.75142,0.76923,0.85519,0.50532,1.0012,1.06737,1.05353,0.00249,0,0.0018515,0.0018515,0.0018515
17,68.3279,1.25615,1.32205,0.98283,0.00199,0.3975,0.82003,0.80614,0.89833,0.65085,0.8112,0.8,0.89097,0.49202,1.00192,1.14518,0.94363,0.00259,0,0.0018416,0.0018416,0.0018416
18,71.5263,1.28892,1.24392,0.96387,0.00206,0.37298,0.88383,0.78462,0.92204,0.65901,0.84767,0.75385,0.86755,0.51058,1.04808,1.19933,0.85437,0.00262,0,0.0018317,0.0018317,0.0018317
19,74.8778,1.32676,1.23123,0.97023,0.00214,0.3735,0.89589,0.79438,0.92257,0.67314,0.89589,0.79438,0.92257,0.50522,1.02159,1.10543,0.78919,0.00249,0,0.0018218,0.0018218,0.0018218
20,77.8694,1.24851,1.24951,0.94025,0.00209,0.35115,0.86126,0.76923,0.91994,0.68922,0.86571,0.76923,0.90914,0.51885,0.958,1.09456,0.78956,0.00256,0,0.0018119,0.0018119,0.0018119
21,80.9973,1.23028,1.16974,0.93075,0.00207,0.368,0.82547,0.8,0.92244,0.67058,0.82975,0.79231,0.89551,0.49097,1.02655,1.0385,0.75946,0.00301,0,0.001802,0.001802,0.001802
22,84.0432,1.27574,1.19566,0.88649,0.002,0.3395,0.76899,0.9,0.92176,0.60326,0.76899,0.9,0.92176,0.58634,1.21032,1.00369,0.8004,0.00301,0,0.0017921,0.0017921,0.0017921
23,87.1769,1.26868,1.14302,0.88776,0.00215,0.31261,0.76953,0.9,0.91752,0.67732,0.74429,0.8956,0.88724,0.45394,0.97664,0.94674,0.76596,0.00258,0,0.0017822,0.0017822,0.0017822
24,90.0934,1.21447,1.14398,0.84005,0.00198,0.33294,0.7993,0.85385,0.9153,0.65597,0.78629,0.84906,0.9057,0.53973,1.01093,1.03988,0.79634,0.00272,0,0.0017723,0.0017723,0.0017723
25,93.13,1.26056,1.21958,0.8465,0.00198,0.32174,0.8265,0.83077,0.91852,0.67234,0.79922,0.82677,0.90954,0.51473,0.97055,0.9771,0.80182,0.00248,0,0.0017624,0.0017624,0.0017624
26,96.1294,1.2657,1.15689,0.84132,0.00202,0.32873,0.89712,0.76154,0.92358,0.68295,0.84595,0.71812,0.86899,0.42891,0.96132,0.932,0.82502,0.00243,0,0.0017525,0.0017525,0.0017525
27,99.3289,1.19801,1.12243,0.82685,0.00207,0.3159,0.80557,0.86054,0.91917,0.71578,0.75673,0.81355,0.83309,0.47139,0.81551,1.02309,0.67853,0.00209,0,0.0017426,0.0017426,0.0017426
28,102.663,1.18706,1.21548,0.80635,0.00195,0.31018,0.83444,0.89231,0.92742,0.71788,0.85062,0.83846,0.90806,0.45332,0.907,0.9613,0.61772,0.00236,0,0.0017327,0.0017327,0.0017327
29,105.837,1.19115,1.14551,0.7995,0.00192,0.29565,0.80607,0.89529,0.92464,0.72941,0.81067,0.85635,0.90455,0.47976,0.86938,0.91332,0.59566,0.00221,0,0.0017228,0.0017228,0.0017228
30,108.918,1.1182,1.12549,0.74555,0.00178,0.29968,0.85517,0.86923,0.93049,0.73858,0.8241,0.83846,0.88359,0.48133,0.82587,0.9198,0.61127,0.00194,0,0.0017129,0.0017129,0.0017129
31,112.174,1.12714,1.05114,0.75092,0.00183,0.27187,0.84437,0.86923,0.9248,0.72528,0.82195,0.84615,0.90854,0.53037,0.8249,0.87169,0.64036,0.00209,0,0.001703,0.001703,0.001703
32,115.267,1.16043,1.08061,0.7392,0.0018,0.27964,0.84131,0.85645,0.92765,0.74653,0.77557,0.86154,0.89804,0.47012,0.78766,0.83411,0.57222,0.0019,0,0.0016931,0.0016931,0.0016931
33,118.225,1.10081,1.06969,0.74519,0.00179,0.26949,0.81823,0.86567,0.93183,0.74005,0.82793,0.81538,0.90061,0.48749,0.83041,0.85966,0.56613,0.00221,0,0.0016832,0.0016832,0.0016832
34,121.282,1.10943,1.08285,0.72564,0.00178,0.26206,0.84213,0.90277,0.94763,0.75665,0.81372,0.87366,0.92468,0.54701,0.82002,0.87149,0.51231,0.00228,0,0.0016733,0.0016733,0.0016733
35,124.487,1.07892,0.99624,0.68286,0.00174,0.25881,0.92541,0.83846,0.94457,0.75836,0.89994,0.81538,0.93311,0.56523,0.79133,0.89092,0.53725,0.00234,0,0.0016634,0.0016634,0.0016634
36,127.525,1.11235,1.03261,0.67648,0.00178,0.27235,0.84965,0.88462,0.9465,0.77952,0.83397,0.86923,0.93986,0.50172,0.7121,0.82437,0.51953,0.0019,0,0.0016535,0.0016535,0.0016535
37,130.808,1.04968,1.03208,0.67639,0.00172,0.25727,0.79916,0.94615,0.94744,0.77508,0.79138,0.94615,0.94503,0.54704,0.7391,0.78742,0.49094,0.00188,0,0.0016436,0.0016436,0.0016436
38,133.824,1.0047,0.94379,0.61867,0.00168,0.24921,0.84563,0.92703,0.94931,0.75451,0.84563,0.92703,0.94931,0.55136,0.85157,0.79129,0.5247,0.00238,0,0.0016337,0.0016337,0.0016337
39,136.918,1.02118,1.00235,0.63445,0.00174,0.24538,0.83257,0.91804,0.93913,0.73165,0.81231,0.89891,0.9182,0.54712,0.85584,0.78369,0.55746,0.00228,0,0.0016238,0.0016238,0.0016238
40,140.069,1.08365,0.99301,0.63939,0.00175,0.25137,0.82527,0.91538,0.91793,0.73125,0.80423,0.9,0.90651,0.53879,0.78479,0.7982,0.55317,0.00208,0,0.0016139,0.0016139,0.0016139
41,143.135,1.11027,1.06847,0.63461,0.00172,0.2605,0.82415,0.91538,0.92487,0.71987,0.81508,0.90769,0.92012,0.55671,0.86104,0.76601,0.54845,0.00229,0,0.001604,0.001604,0.001604
42,146.416,1.09814,1.04086,0.63753,0.00176,0.25508,0.85983,0.90769,0.95015,0.76848,0.85227,0.88756,0.94565,0.51999,0.80369,0.8246,0.51986,0.00222,0,0.0015941,0.0015941,0.0015941
43,149.595,1.09865,1.0115,0.62701,0.0018,0.24893,0.81167,0.92828,0.95338,0.75838,0.80235,0.93077,0.94811,0.53912,0.79617,0.85235,0.54305,0.002,0,0.0015842,0.0015842,0.0015842
44,152.835,1.06977,1.0083,0.61268,0.00164,0.24956,0.93251,0.85032,0.96171,0.76085,0.81932,0.90769,0.93086,0.53552,0.76514,0.82435,0.48716,0.00199,0,0.0015743,0.0015743,0.0015743
45,155.947,1.07543,1.00292,0.60527,0.00176,0.25221,0.88807,0.91548,0.96701,0.7814,0.84066,0.89286,0.93278,0.53249,0.73682,0.75709,0.46361,0.00191,0,0.0015644,0.0015644,0.0015644
46,159.259,1.04372,0.97781,0.596,0.00166,0.24656,0.85554,0.95385,0.96687,0.80154,0.82616,0.96154,0.94772,0.53235,0.7032,0.78989,0.44664,0.00175,0,0.0015545,0.0015545,0.0015545
47,162.661,1.04071,1.01286,0.60027,0.00165,0.25579,0.85876,0.93077,0.96359,0.79787,0.83595,0.90769,0.93931,0.5179,0.70194,0.77726,0.44219,0.00175,0,0.0015446,0.0015446,0.0015446
48,165.877,1.09047,1.03787,0.58691,0.00163,0.26521,0.82269,0.96366,0.95399,0.76217,0.80956,0.94828,0.94114,0.5367,0.81129,0.85667,0.48188,0.00209,0,0.0015347,0.0015347,0.0015347
49,169.343,1.06471,1.02917,0.59602,0.00167,0.26431,0.81485,0.96923,0.95513,0.78284,0.81363,0.90673,0.93428,0.53119,0.76148,0.79387,0.45767,0.00196,0,0.0015248,0.0015248,0.0015248
50,172.653,0.99693,0.96606,0.57344,0.00162,0.23944,0.85309,0.96154,0.95691,0.7972,0.82986,0.93846,0.94111,0.54388,0.69976,0.80005,0.43678,0.0017,0,0.0015149,0.0015149,0.0015149
51,175.863,1.00046,0.98329,0.5634,0.00165,0.23906,0.8752,0.94615,0.96486,0.81436,0.82587,0.89231,0.90251,0.51087,0.66215,0.80122,0.40274,0.00164,0,0.001505,0.001505,0.001505
52,178.959,0.95841,0.9242,0.5463,0.00171,0.22795,0.8717,0.94075,0.95875,0.78302,0.84605,0.93077,0.94921,0.56218,0.75892,0.81907,0.43194,0.00187,0,0.0014951,0.0014951,0.0014951
53,182.129,1.12709,1.02741,0.59929,0.00169,0.25118,0.92603,0.86674,0.97168,0.78368,0.89335,0.83764,0.92172,0.52571,0.77907,0.80348,0.40863,0.0019,0,0.0014852,0.0014852,0.0014852
54,185.197,1.17173,1.03187,0.60475,0.00183,0.26055,0.9322,0.95191,0.9775,0.78382,0.91719,0.93725,0.96956,0.5842,0.83659,0.83881,0.39967,0.00215,0,0.0014753,0.0014753,0.0014753
55,188.463,1.10889,0.96113,0.58798,0.00176,0.23952,0.93537,0.93846,0.9805,0.78941,0.92771,0.93077,0.97604,0.58495,0.8134,0.81658,0.38708,0.00201,0,0.0014654,0.0014654,0.0014654
56,191.624,1.11003,1.00965,0.58757,0.00169,0.25085,0.90543,0.95745,0.98013,0.78002,0.92052,0.88462,0.95074,0.52539,0.84597,0.79603,0.40652,0.00203,0,0.0014555,0.0014555,0.0014555
57,194.725,1.03111,0.99252,0.55274,0.00169,0.23347,0.95927,0.9058,0.98046,0.77855,0.94268,0.88562,0.97774,0.57072,0.81717,0.79454,0.39193,0.00197,0,0.0014456,0.0014456,0.0014456
58,197.928,1.02451,0.88306,0.53606,0.0016,0.23202,0.95676,0.91538,0.98335,0.81113,0.93521,0.88829,0.95117,0.56178,0.71214,0.76136,0.36108,0.00173,0,0.0014357,0.0014357,0.0014357
59,201.015,1.05801,0.96794,0.55874,0.00164,0.23384,0.89213,0.93077,0.97287,0.80665,0.87675,0.9,0.95249,0.58008,0.6957,0.79662,0.39129,0.00179,0,0.0014258,0.0014258,0.0014258
60,204.081,0.9858,0.93145,0.53585,0.00154,0.2275,0.90414,0.9432,0.97742,0.81706,0.87472,0.91303,0.95636,0.54064,0.67193,0.79519,0.3725,0.00158,0,0.0014159,0.0014159,0.0014159
61,207.138,0.95784,0.90415,0.52956,0.00162,0.22483,0.86935,0.95385,0.97221,0.80535,0.84006,0.92924,0.95013,0.53607,0.6844,0.85218,0.38696,0.00176,0,0.001406,0.001406,0.001406
62,210.582,0.99616,0.94096,0.53499,0.00164,0.23458,0.92456,0.89231,0.97243,0.78273,0.90065,0.86923,0.95275,0.56764,0.79961,0.83628,0.3942,0.00203,0,0.0013961,0.0013961,0.0013961
63,213.698,1.01702,0.90626,0.51905,0.00177,0.21765,0.88928,0.92678,0.97166,0.81551,0.86728,0.90479,0.95207,0.56435,0.67713,0.82209,0.35952,0.00165,0,0.0013862,0.0013862,0.0013862
64,216.761,1.02223,0.92568,0.52759,0.00157,0.21413,0.92183,0.90715,0.97629,0.82407,0.89056,0.87638,0.94184,0.54084,0.67049,0.83812,0.37551,0.00171,0,0.0013763,0.0013763,0.0013763
65,219.895,1.00732,0.94534,0.54758,0.00151,0.22465,0.87987,0.96154,0.97941,0.81826,0.84299,0.92308,0.94675,0.5452,0.7111,0.82497,0.37052,0.00181,0,0.0013664,0.0013664,0.0013664
66,223.091,1.00385,0.88451,0.51191,0.00152,0.21535,0.93287,0.94615,0.982,0.82233,0.92026,0.93077,0.96927,0.55245,0.70059,0.82269,0.33186,0.00173,0,0.0013565,0.0013565,0.0013565
67,226.491,0.99708,0.94738,0.52535,0.00157,0.21503,0.93928,0.95191,0.98048,0.84085,0.92361,0.93003,0.97149,0.54891,0.65158,0.788,0.33142,0.00158,0,0.0013466,0.0013466,0.0013466
68,229.629,0.99537,0.94313,0.51448,0.00153,0.21914,0.94016,0.91538,0.97898,0.81252,0.92436,0.9,0.96697,0.56538,0.69819,0.82682,0.35267,0.00179,0,0.0013367,0.0013367,0.0013367
69,232.843,0.99293,0.91573,0.50817,0.00149,0.22059,0.93139,0.91538,0.97949,0.82283,0.93166,0.89231,0.95761,0.54241,0.68558,0.82366,0.36499,0.0018,0,0.0013268,0.0013268,0.0013268
70,235.999,0.9589,0.88445,0.51021,0.00156,0.2126,0.88074,0.96572,0.97622,0.82081,0.86286,0.93846,0.94885,0.54986,0.67362,0.82216,0.38712,0.00177,0,0.0013169,0.0013169,0.0013169
71,239.268,0.99926,0.86627,0.518,0.00159,0.21696,0.89632,0.96923,0.98067,0.81512,0.8676,0.93846,0.95172,0.53252,0.73048,0.88722,0.33715,0.0018,0,0.001307,0.001307,0.001307
72,242.352,1.00828,0.92301,0.50959,0.00157,0.22383,0.94439,0.91445,0.97932,0.83131,0.85482,0.96154,0.96477,0.57193,0.65775,0.83938,0.33296,0.00162,0,0.0012971,0.0012971,0.0012971
73,245.449,0.96814,0.92725,0.49159,0.00153,0.21961,0.93195,0.95385,0.97936,0.83916,0.89829,0.92308,0.94598,0.52185,0.65493,0.78578,0.33613,0.0016,0,0.0012872,0.0012872,0.0012872
74,248.517,0.95683,0.92577,0.49286,0.00145,0.20458,0.86261,0.95385,0.96363,0.82352,0.86037,0.90055,0.93246,0.53217,0.65419,0.78082,0.39236,0.0016,0,0.0012773,0.0012773,0.0012773
75,251.83,0.9583,0.8994,0.50024,0.00147,0.2145,0.88264,0.96154,0.9626,0.81918,0.84744,0.94007,0.93836,0.54312,0.64357,0.7186,0.37378,0.00161,0,0.0012674,0.0012674,0.0012674
76,254.997,0.96055,0.87596,0.48873,0.0015,0.21845,0.87141,0.95385,0.97209,0.82999,0.85714,0.93846,0.95584,0.53178,0.63765,0.73846,0.36843,0.00153,0,0.0012575,0.0012575,0.0012575
77,258.039,0.99693,0.94263,0.50964,0.00149,0.2217,0.89669,0.93471,0.97999,0.83139,0.88196,0.91958,0.96062,0.53889,0.64015,0.74257,0.36151,0.0016,0,0.0012476,0.0012476,0.0012476
78,261.156,0.931,0.85114,0.47721,0.00148,0.21232,0.88645,0.96154,0.96711,0.81791,0.87899,0.95385,0.9619,0.55979,0.64448,0.76208,0.3614,0.00156,0,0.0012377,0.0012377,0.0012377
79,264.351,0.98175,0.90246,0.49817,0.00148,0.22468,0.8613,0.95385,0.9609,0.80933,0.86123,0.9,0.93292,0.53569,0.66422,0.78837,0.387,0.00162,0,0.0012278,0.0012278,0.0012278
80,267.436,0.91373,0.88971,0.47131,0.00145,0.20676,0.87848,0.96154,0.96581,0.81406,0.85263,0.92308,0.94518,0.55702,0.63642,0.80236,0.38617,0.00159,0,0.0012179,0.0012179,0.0012179
81,270.471,0.95064,0.89296,0.4613,0.00142,0.21956,0.89594,0.94615,0.97447,0.82962,0.84306,0.93077,0.93237,0.52658,0.66002,0.763,0.36305,0.00158,0,0.001208,0.001208,0.001208
82,273.63,0.94246,0.93892,0.46942,0.00142,0.20874,0.89448,0.96923,0.97133,0.81834,0.86655,0.94908,0.95657,0.54664,0.66535,0.78076,0.36051,0.0016,0,0.0011981,0.0011981,0.0011981
83,276.614,0.98916,0.90767,0.48637,0.00144,0.2101,0.91279,0.96619,0.97246,0.82943,0.8646,0.95385,0.94811,0.54359,0.66296,0.72703,0.34006,0.00168,0,0.0011882,0.0011882,0.0011882
84,279.635,0.95077,0.92034,0.4741,0.00146,0.20677,0.88189,0.97692,0.97184,0.81973,0.868,0.96154,0.95949,0.56093,0.67866,0.77699,0.34734,0.00167,0,0.0011783,0.0011783,0.0011783
85,282.85,0.958,0.94387,0.48031,0.00152,0.21927,0.88753,0.97127,0.974,0.82248,0.8805,0.96358,0.96626,0.56331,0.68042,0.78178,0.35774,0.00166,0,0.0011684,0.0011684,0.0011684
86,285.991,0.96949,0.8855,0.46266,0.0015,0.21217,0.91242,0.96166,0.98246,0.81983,0.89059,0.93926,0.9712,0.55693,0.68193,0.70988,0.32234,0.0017,0,0.0011585,0.0011585,0.0011585
87,289.252,0.94871,0.86383,0.46173,0.00147,0.20151,0.93957,0.95682,0.98513,0.83804,0.96216,0.89231,0.97657,0.57649,0.64513,0.721,0.32006,0.00151,0,0.0011486,0.0011486,0.0011486
88,292.624,0.92258,0.89708,0.4624,0.00146,0.20359,0.95342,0.94462,0.98649,0.84833,0.94284,0.88813,0.95939,0.54763,0.61701,0.69675,0.30319,0.00157,0,0.0011387,0.0011387,0.0011387
89,295.885,0.89656,0.87377,0.44568,0.00146,0.19939,0.93176,0.94525,0.98514,0.84123,0.91665,0.93051,0.97162,0.5669,0.62268,0.70668,0.31685,0.00148,0,0.0011288,0.0011288,0.0011288
90,299.027,0.91489,0.84226,0.44551,0.0014,0.20953,0.9464,0.95083,0.98675,0.85237,0.93899,0.90769,0.96352,0.53572,0.614,0.69859,0.31468,0.00146,0,0.0011189,0.0011189,0.0011189
91,302.174,0.92505,0.863,0.45685,0.0014,0.20513,0.96242,0.94615,0.98687,0.83379,0.95434,0.93846,0.98091,0.59622,0.67234,0.71217,0.32003,0.00166,0,0.001109,0.001109,0.001109
92,305.421,0.9473,0.85381,0.44458,0.00143,0.19997,0.94584,0.94033,0.98554,0.84456,0.93036,0.92495,0.97281,0.57328,0.64018,0.71575,0.30692,0.00152,0,0.0010991,0.0010991,0.0010991
93,308.533,0.92416,0.8564,0.44528,0.00146,0.20178,0.93261,0.95815,0.98444,0.84624,0.91018,0.93536,0.96439,0.56667,0.62297,0.70956,0.31557,0.00149,0,0.0010892,0.0010892,0.0010892
94,311.57,0.9359,0.87634,0.44457,0.00141,0.21118,0.93293,0.96307,0.98298,0.81073,0.92548,0.95538,0.98008,0.58941,0.76165,0.72288,0.32778,0.00201,0,0.0010793,0.0010793,0.0010793
95,314.709,0.96171,0.85856,0.43972,0.00138,0.21039,0.93957,0.95385,0.98487,0.83846,0.91683,0.93077,0.97039,0.5405,0.64157,0.66439,0.30676,0.00149,0,0.0010694,0.0010694,0.0010694
96,318.009,0.86082,0.82522,0.44069,0.00141,0.19089,0.9243,0.97692,0.98134,0.82861,0.90974,0.96154,0.96846,0.568,0.68152,0.69144,0.31699,0.00175,0,0.0010595,0.0010595,0.0010595
97,321.688,0.93802,0.86423,0.43716,0.00145,0.20609,0.93544,0.96154,0.98121,0.84801,0.90312,0.93223,0.95016,0.56199,0.61808,0.67514,0.30857,0.00153,0,0.0010496,0.0010496,0.0010496
98,325.038,0.97692,0.89413,0.46522,0.00142,0.21404,0.95384,0.95382,0.98073,0.8437,0.93125,0.93781,0.95403,0.54345,0.61789,0.71305,0.30933,0.00153,0,0.0010397,0.0010397,0.0010397
99,328.147,0.89685,0.81025,0.42208,0.00146,0.19302,0.90758,0.96923,0.97919,0.82247,0.90038,0.96154,0.97262,0.60019,0.68159,0.74426,0.32122,0.00169,0,0.0010298,0.0010298,0.0010298
100,331.5,0.91574,0.80902,0.42745,0.0014,0.20187,0.94383,0.96154,0.98312,0.84598,0.92072,0.93846,0.95741,0.53922,0.60847,0.72655,0.30022,0.0015,0,0.0010199,0.0010199,0.0010199
101,334.672,0.93419,0.87749,0.4377,0.00138,0.19291,0.94216,0.95385,0.98225,0.84648,0.92296,0.92153,0.95695,0.54153,0.59753,0.73413,0.29943,0.00144,0,0.00101,0.00101,0.00101
102,338.093,0.89019,0.81026,0.42988,0.0014,0.19066,0.93406,0.96154,0.98433,0.84613,0.91819,0.94966,0.97802,0.55493,0.63648,0.75699,0.29112,0.0015,0,0.0010001,0.0010001,0.0010001
103,341.308,0.88867,0.82234,0.41432,0.00138,0.19436,0.92426,0.96154,0.98347,0.86466,0.90556,0.92308,0.9442,0.54534,0.58645,0.75291,0.29301,0.00139,0,0.0009902,0.0009902,0.0009902
104,345.109,0.90773,0.83503,0.42205,0.00134,0.2055,0.94545,0.94615,0.98583,0.8377,0.93753,0.91538,0.95711,0.54565,0.67404,0.73731,0.29736,0.0015,0,0.0009803,0.0009803,0.0009803
105,348.643,0.88384,0.8436,0.42126,0.00137,0.19482,0.95338,0.94394,0.98755,0.83621,0.94282,0.91538,0.96152,0.54658,0.68405,0.71175,0.29458,0.00163,0,0.0009704,0.0009704,0.0009704
106,352.091,0.87995,0.86322,0.41183,0.00139,0.19942,0.98195,0.91538,0.9882,0.84762,0.96522,0.9,0.95709,0.57752,0.62507,0.71722,0.28178,0.0015,0,0.0009605,0.0009605,0.0009605
107,355.702,0.92202,0.84464,0.42377,0.00138,0.20058,0.96784,0.92611,0.9885,0.85227,0.95206,0.91651,0.95906,0.56769,0.62925,0.71938,0.28454,0.00146,0,0.0009506,0.0009506,0.0009506
108,359.104,0.89327,0.83074,0.42563,0.0014,0.19774,0.96076,0.94162,0.98771,0.85907,0.93703,0.91579,0.96173,0.56027,0.61862,0.69452,0.27971,0.00145,0,0.0009407,0.0009407,0.0009407
109,362.88,0.93536,0.86992,0.42791,0.00134,0.20475,0.9478,0.93846,0.98676,0.85809,0.9529,0.93383,0.98532,0.59355,0.60179,0.71206,0.28548,0.00146,0,0.0009308,0.0009308,0.0009308
110,366.084,0.92094,0.80166,0.43312,0.00138,0.20154,0.92681,0.93077,0.98473,0.85385,0.94431,0.9131,0.98322,0.59428,0.6031,0.68724,0.28345,0.00144,0,0.0009209,0.0009209,0.0009209
111,369.887,0.88281,0.83794,0.42097,0.00136,0.19671,0.94603,0.9438,0.98486,0.85261,0.93076,0.93062,0.9779,0.5926,0.60062,0.68228,0.28728,0.00145,0,0.000911,0.000911,0.000911
112,373.349,0.89176,0.84908,0.41859,0.00133,0.18682,0.94424,0.93846,0.98811,0.85462,0.93965,0.90769,0.97173,0.56807,0.59865,0.70413,0.28607,0.00145,0,0.0009011,0.0009011,0.0009011
113,376.928,0.89393,0.80257,0.41982,0.00142,0.19157,0.93902,0.94771,0.98722,0.85089,0.924,0.93519,0.97117,0.56129,0.62042,0.7162,0.29541,0.00148,0,0.0008912,0.0008912,0.0008912
114,380.377,0.899,0.81106,0.41135,0.00138,0.19008,0.91266,0.96461,0.98482,0.83016,0.88092,0.97692,0.97755,0.58265,0.65985,0.73072,0.31451,0.0017,0,0.0008813,0.0008813,0.0008813
115,383.717,0.94159,0.87863,0.4271,0.00139,0.19477,0.92621,0.96556,0.98165,0.84221,0.90414,0.94318,0.95618,0.5573,0.60109,0.72735,0.31024,0.00136,0,0.0008714,0.0008714,0.0008714
116,386.97,0.92513,0.87427,0.42324,0.00136,0.19379,0.89373,0.96923,0.97976,0.84313,0.86701,0.96923,0.96225,0.57954,0.61435,0.70479,0.30219,0.0014,0,0.0008615,0.0008615,0.0008615
117,390.106,0.8844,0.80881,0.4071,0.00134,0.18773,0.90101,0.98021,0.98197,0.84744,0.87298,0.96923,0.97363,0.57997,0.59351,0.68781,0.30023,0.0014,0,0.0008516,0.0008516,0.0008516
118,393.346,0.87853,0.8055,0.40866,0.00128,0.19074,0.8953,0.98462,0.98061,0.85059,0.88401,0.93804,0.95527,0.55747,0.57625,0.69229,0.29502,0.00136,0,0.0008417,0.0008417,0.0008417
119,396.548,0.85973,0.81337,0.39985,0.00134,0.19269,0.91899,0.95996,0.9833,0.86235,0.92335,0.9267,0.9579,0.57506,0.55193,0.6819,0.28206,0.00136,0,0.0008318,0.0008318,0.0008318
120,399.605,0.88596,0.81642,0.40496,0.0013,0.18281,0.93205,0.94971,0.98614,0.86564,0.9584,0.88607,0.96072,0.55958,0.572,0.71384,0.27779,0.00139,0,0.0008219,0.0008219,0.0008219
121,402.733,0.90644,0.85288,0.42484,0.00137,0.19625,0.9474,0.93846,0.98665,0.86035,0.96686,0.89769,0.96092,0.55787,0.57504,0.74687,0.28153,0.00137,0,0.000812,0.000812,0.000812
122,405.884,0.93876,0.8746,0.42621,0.00134,0.1908,0.93712,0.94615,0.98633,0.86648,0.90938,0.92637,0.96878,0.56589,0.55504,0.73894,0.2737,0.00129,0,0.0008021,0.0008021,0.0008021
123,409.349,0.84998,0.76599,0.40234,0.00137,0.19171,0.92784,0.94615,0.98323,0.85029,0.89484,0.93077,0.96614,0.55518,0.60301,0.71795,0.29719,0.00148,0,0.0007922,0.0007922,0.0007922
