epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
18,15.2628,1.88222,2.61625,6.00321,0.003,8.78373,0,0,0,0,0,0,0,0,1.20336,1.88197,5.5091,0.00318,0,1.66839e-05,1.66839e-05,1.66839e-05
19,16.0818,1.58246,2.1841,5.90054,0.00294,8.80157,0,0,0,0,0,0,0,0,1.18123,1.86168,5.5034,0.00309,0,1.7455e-05,1.7455e-05,1.7455e-05
20,16.8825,1.53408,2.1367,5.89515,0.00286,8.79117,0,0,0,0,0,0,0,0,1.18123,1.86168,5.5034,0.00309,0,1.82028e-05,1.82028e-05,1.82028e-05
21,17.7204,1.75249,2.40335,5.93092,0.00278,8.78751,0,0,0,0,0,0,0,0,1.18091,1.84047,5.49386,0.00304,0,1.89272e-05,1.89272e-05,1.89272e-05
22,18.5982,1.48888,2.14745,5.88501,0.00276,8.76991,0,0,0,0,0,0,0,0,1.18091,1.84047,5.49386,0.00304,0,1.96282e-05,1.96282e-05,1.96282e-05
23,19.4515,1.53107,1.94286,5.85347,0.00283,8.77256,0,0,0,0,0,0,0,0,1.18684,1.8178,5.48238,0.00307,0,2.03059e-05,2.03059e-05,2.03059e-05
24,20.2737,1.31155,1.87243,5.84891,0.00265,8.73308,0,0,0,0,0,0,0,0,1.18684,1.8178,5.48238,0.00307,0,2.09602e-05,2.09602e-05,2.09602e-05
25,21.1165,1.53483,2.14912,5.90132,0.00274,8.73675,0,0,0,0,0,0,0,0,1.18339,1.81278,5.47549,0.00302,0,2.15912e-05,2.15912e-05,2.15912e-05
26,21.9186,1.38226,2.04426,5.82601,0.00266,8.73776,0,0,0,0,0,0,0,0,1.18339,1.81278,5.47549,0.00302,0,2.21987e-05,2.21987e-05,2.21987e-05
27,22.886,1.5311,2.10807,5.8613,0.00255,8.73453,0,0,0,0,0,0,0,0,1.18287,1.80544,5.46909,0.00298,0,2.2783e-05,2.2783e-05,2.2783e-05
28,23.6978,1.48439,2.07554,5.84918,0.00266,8.69952,0,0,0,0,0,0,0,0,1.18287,1.80544,5.46909,0.00298,0,2.33438e-05,2.33438e-05,2.33438e-05
29,24.5371,1.64685,2.22103,5.83248,0.00275,8.70215,0,0,0,0,0,0,0,0,1.16971,1.77313,5.47346,0.00294,0,2.38813e-05,2.38813e-05,2.38813e-05
30,25.3342,1.46974,1.9929,5.86311,0.00251,8.7013,0,0,0,0,0,0,0,0,1.16971,1.77313,5.47346,0.00294,0,2.43954e-05,2.43954e-05,2.43954e-05
31,26.2128,1.49888,2.21872,5.83621,0.00262,8.69913,0,0,0,0,0,0,0,0,1.16426,1.7168,5.47002,0.00295,0,2.48862e-05,2.48862e-05,2.48862e-05
32,27.1059,1.51456,2.0957,5.76492,0.00252,8.6713,0,0,0,0,0,0,0,0,1.16426,1.7168,5.47002,0.00295,0,2.53536e-05,2.53536e-05,2.53536e-05
33,28.0081,1.3012,1.83532,5.79061,0.00247,8.68523,0,0,0,0,0,0,0,0,1.15295,1.70094,5.472,0.00292,0,2.57976e-05,2.57976e-05,2.57976e-05
34,28.9785,1.4707,1.97597,5.77213,0.00268,8.65813,0,0,0,0,0,0,0,0,1.15295,1.70094,5.472,0.00292,0,2.62183e-05,2.62183e-05,2.62183e-05
35,29.834,1.40259,1.83688,5.76812,0.00254,8.65471,0,0,0,0,0,0,0,0,1.14596,1.68412,5.4699,0.00289,0,2.66156e-05,2.66156e-05,2.66156e-05
36,30.704,1.401,1.76001,5.79048,0.00252,8.65575,0,0,0,0,0,0,0,0,1.14596,1.68412,5.4699,0.00289,0,2.69895e-05,2.69895e-05,2.69895e-05
37,31.5649,1.41178,1.77576,5.78253,0.00252,8.62917,0,0,0,0,0,0,0,0,1.1352,1.65851,5.47012,0.00285,0,2.73401e-05,2.73401e-05,2.73401e-05
38,32.3912,1.44086,1.81631,5.73624,0.00251,8.61448,0,0,0,0,0,0,0,0,1.1352,1.65851,5.47012,0.00285,0,2.76673e-05,2.76673e-05,2.76673e-05
39,33.213,1.54028,1.92898,5.74997,0.00258,8.62813,0,0,0,0,0,0,0,0,1.13349,1.6225,5.46334,0.00283,0,2.79712e-05,2.79712e-05,2.79712e-05
40,34.1563,1.72431,2.1002,5.76986,0.00265,8.59924,0,0,0,0,0,0,0,0,1.13349,1.6225,5.46334,0.00283,0,2.82517e-05,2.82517e-05,2.82517e-05
41,35.0566,1.46925,1.92172,5.75412,0.00258,8.57721,0,0,0,0,0,0,0,0,1.1302,1.60247,5.46058,0.00283,0,2.85088e-05,2.85088e-05,2.85088e-05
42,35.8805,1.45691,1.86802,5.72636,0.00243,8.58032,0,0,0,0,0,0,0,0,1.1302,1.60247,5.46058,0.00283,0,2.87426e-05,2.87426e-05,2.87426e-05
43,36.8285,1.57129,2.03655,5.74435,0.0026,8.55454,0,0,0,0,0,0,0,0,1.12102,1.57736,5.45643,0.0028,0,2.8953e-05,2.8953e-05,2.8953e-05
44,37.7324,1.27764,1.61453,5.63005,0.0025,8.6006,0,0,0,0,0,0,0,0,1.12102,1.57736,5.45643,0.0028,0,2.914e-05,2.914e-05,2.914e-05
45,38.5911,1.24813,1.6023,5.64419,0.00246,8.56107,0,0,0,0,0,0,0,0,1.11954,1.54562,5.44022,0.00281,0,2.93036e-05,2.93036e-05,2.93036e-05
46,39.6385,1.42995,1.88662,5.65526,0.00243,8.52156,0,0,0,0,0,0,0,0,1.11954,1.54562,5.44022,0.00281,0,2.94439e-05,2.94439e-05,2.94439e-05
47,40.4593,1.2681,1.54884,5.65145,0.00233,8.52932,0,0,0,0,0,0,0,0,1.11407,1.52867,5.42513,0.00278,0,2.95609e-05,2.95609e-05,2.95609e-05
48,41.3165,1.50512,1.88709,5.69038,0.00245,8.5045,0,0,0,0,0,0,0,0,1.11407,1.52867,5.42513,0.00278,0,2.96545e-05,2.96545e-05,2.96545e-05
49,42.2392,1.64494,2.00672,5.74046,0.00242,8.50412,0,0,0,0,0,0,0,0,1.08687,1.49028,5.42691,0.00267,0,2.97247e-05,2.97247e-05,2.97247e-05
50,43.0552,1.37408,1.66081,5.63304,0.00222,8.48641,0,0,0,0,0,0,0,0,1.08687,1.49028,5.42691,0.00267,0,2.97715e-05,2.97715e-05,2.97715e-05
51,43.8916,1.25103,1.55502,5.56791,0.00251,8.48519,0,0,0,0,0,0,0,0,1.08721,1.47523,5.42281,0.00265,0,2.9795e-05,2.9795e-05,2.9795e-05
52,44.8829,1.51289,1.66869,5.70324,0.0023,8.46931,0,0,0,0,0,0,0,0,1.08721,1.47523,5.42281,0.00265,0,2.97951e-05,2.97951e-05,2.97951e-05
53,45.7241,1.46914,1.88377,5.65169,0.00232,8.46986,0,0,0,0,0,0,0,0,1.08721,1.47523,5.42281,0.00265,0,2.97719e-05,2.97719e-05,2.97719e-05
54,46.6036,1.33545,1.54969,5.59195,0.0024,8.48199,0,0,0,0,0,0,0,0,1.08712,1.44926,5.41127,0.00265,0,2.97253e-05,2.97253e-05,2.97253e-05
55,47.4132,1.33422,1.70267,5.57435,0.00227,8.47014,0,0,0,0,0,0,0,0,1.08712,1.44926,5.41127,0.00265,0,2.96553e-05,2.96553e-05,2.96553e-05
56,48.2639,1.47952,1.92995,5.61164,0.00238,8.42468,0,0,0,0,0,0,0,0,1.08712,1.44926,5.41127,0.00265,0,2.95619e-05,2.95619e-05,2.95619e-05
57,49.1436,1.41292,1.86167,5.59038,0.0023,8.40948,0,0,0,0,0,0,0,0,1.0762,1.43399,5.41443,0.00262,0,2.94452e-05,2.94452e-05,2.94452e-05
58,50.0185,1.147,1.5945,5.4917,0.00235,8.41293,0,0,0,0,0,0,0,0,1.0762,1.43399,5.41443,0.00262,0,2.93052e-05,2.93052e-05,2.93052e-05
59,51.0778,1.52762,1.9095,5.60679,0.00244,8.40619,0,0,0,0,0,0,0,0,1.0762,1.43399,5.41443,0.00262,0,2.91418e-05,2.91418e-05,2.91418e-05
60,52.0234,1.37301,1.76572,5.59766,0.00249,8.39814,0,0,0,0,0,0,0,0,1.07466,1.41306,5.39899,0.00262,0,2.8955e-05,2.8955e-05,2.8955e-05
61,52.8244,1.15139,1.37756,5.4866,0.00247,8.37412,0,0,0,0,0,0,0,0,1.07466,1.41306,5.39899,0.00262,0,2.87448e-05,2.87448e-05,2.87448e-05
62,53.7094,1.43902,1.7636,5.55546,0.00248,8.39154,0,0,0,0,0,0,0,0,1.07466,1.41306,5.39899,0.00262,0,2.85113e-05,2.85113e-05,2.85113e-05
63,54.5603,1.27779,1.53292,5.49835,0.00225,8.38065,0,0,0,0,0,0,0,0,1.07345,1.39813,5.39488,0.00259,0,2.82544e-05,2.82544e-05,2.82544e-05
64,55.3662,1.41588,1.69506,5.56275,0.00221,8.36374,0,0,0,0,0,0,0,0,1.07345,1.39813,5.39488,0.00259,0,2.79741e-05,2.79741e-05,2.79741e-05
65,56.1542,1.38479,1.7451,5.56652,0.00228,8.36381,0,0,0,0,0,0,0,0,1.07345,1.39813,5.39488,0.00259,0,2.76705e-05,2.76705e-05,2.76705e-05
66,57.092,1.17679,1.63944,5.47689,0.00215,8.38806,0,0,0,0,0,0,0,0,1.0664,1.38016,5.38517,0.00257,0,2.73435e-05,2.73435e-05,2.73435e-05
67,57.8897,1.21518,1.42014,5.51797,0.00218,8.3619,0,0,0,0,0,0,0,0,1.0664,1.38016,5.38517,0.00257,0,2.69932e-05,2.69932e-05,2.69932e-05
68,58.7062,1.31932,1.67581,5.51084,0.00227,8.34122,0,0,0,0,0,0,0,0,1.0664,1.38016,5.38517,0.00257,0,2.66195e-05,2.66195e-05,2.66195e-05
69,59.5613,1.30706,1.66881,5.47976,0.0023,8.32728,0,0,0,0,0,0,0,0,1.06616,1.35262,5.37973,0.00254,0,2.62224e-05,2.62224e-05,2.62224e-05
70,60.3938,1.37908,1.73286,5.5079,0.00225,8.34146,0,0,0,0,0,0,0,0,1.06616,1.35262,5.37973,0.00254,0,2.5802e-05,2.5802e-05,2.5802e-05
71,61.177,1.45608,1.73935,5.50612,0.00241,8.33895,0,0,0,0,0,0,0,0,1.06616,1.35262,5.37973,0.00254,0,2.53582e-05,2.53582e-05,2.53582e-05
72,62.1241,1.28636,1.58807,5.49652,0.00218,8.31579,0,0,0,0,0,0,0,0,1.05465,1.33884,5.37982,0.00254,0,2.4891e-05,2.4891e-05,2.4891e-05
73,62.8984,1.137,1.46868,5.38992,0.00236,8.31849,0,0,0,0,0,0,0,0,1.05465,1.33884,5.37982,0.00254,0,2.44005e-05,2.44005e-05,2.44005e-05
74,63.6962,1.34315,1.67439,5.45031,0.00219,8.2892,0,0,0,0,0,0,0,0,1.05465,1.33884,5.37982,0.00254,0,2.38866e-05,2.38866e-05,2.38866e-05
75,64.5318,1.39264,1.59565,5.50281,0.00219,8.31316,0,0,0,0,0,0,0,0,1.04651,1.31198,5.37815,0.00254,0,2.33494e-05,2.33494e-05,2.33494e-05
76,65.3358,1.41823,1.7315,5.51587,0.00219,8.33188,0,0,0,0,0,0,0,0,1.04651,1.31198,5.37815,0.00254,0,2.27887e-05,2.27887e-05,2.27887e-05
77,66.1522,1.24081,1.40845,5.44268,0.00226,8.28657,0,0,0,0,0,0,0,0,1.04651,1.31198,5.37815,0.00254,0,2.22048e-05,2.22048e-05,2.22048e-05
78,67.0043,1.4498,1.79079,5.49324,0.00227,8.32058,0,0,0,0,0,0,0,0,1.04265,1.29782,5.3733,0.00254,0,2.15974e-05,2.15974e-05,2.15974e-05
79,67.9242,1.43563,1.77879,5.49295,0.00222,8.27629,0,0,0,0,0,0,0,0,1.04265,1.29782,5.3733,0.00254,0,2.09667e-05,2.09667e-05,2.09667e-05
80,68.7515,1.32012,1.55499,5.46162,0.00222,8.2938,0,0,0,0,0,0,0,0,1.04265,1.29782,5.3733,0.00254,0,2.03126e-05,2.03126e-05,2.03126e-05
81,69.5671,1.17188,1.53775,5.35452,0.00231,8.27913,0,0,0,0,0,0,0,0,1.04664,1.28754,5.35855,0.00258,0,1.96352e-05,1.96352e-05,1.96352e-05
82,70.3721,1.44338,1.65133,5.5196,0.00214,8.25328,0,0,0,0,0,0,0,0,1.04664,1.28754,5.35855,0.00258,0,1.89344e-05,1.89344e-05,1.89344e-05
83,71.1422,1.21819,1.49483,5.39523,0.00214,8.2624,0,0,0,0,0,0,0,0,1.04664,1.28754,5.35855,0.00258,0,1.82102e-05,1.82102e-05,1.82102e-05
84,72.0137,1.34212,1.58994,5.45677,0.0021,8.27,0,0,0,0,0,0,0,0,1.04543,1.28357,5.3555,0.00254,0,1.74627e-05,1.74627e-05,1.74627e-05
85,72.9384,1.34597,1.58341,5.42722,0.00218,8.23588,0,0,0,0,0,0,0,0,1.04543,1.28357,5.3555,0.00254,0,1.66918e-05,1.66918e-05,1.66918e-05
86,73.7905,1.31743,1.6406,5.43378,0.0021,8.23389,0,0,0,0,0,0,0,0,1.04543,1.28357,5.3555,0.00254,0,1.58976e-05,1.58976e-05,1.58976e-05
87,74.6882,1.24572,1.42209,5.37713,0.00214,8.25596,0,0,0,0,0,0,0,0,1.04543,1.28357,5.3555,0.00254,0,1.50799e-05,1.50799e-05,1.50799e-05
88,75.5303,1.28325,1.46017,5.40191,0.00213,8.25306,0,0,0,0,0,0,0,0,1.03769,1.27768,5.35013,0.00253,0,1.42389e-05,1.42389e-05,1.42389e-05
89,76.332,1.25838,1.51531,5.32503,0.00228,8.24632,0,0,0,0,0,0,0,0,1.03769,1.27768,5.35013,0.00253,0,1.33746e-05,1.33746e-05,1.33746e-05
90,77.2001,1.34511,1.52822,5.46118,0.00209,8.23228,0,0,0,0,0,0,0,0,1.03769,1.27768,5.35013,0.00253,0,1.24869e-05,1.24869e-05,1.24869e-05
91,79.0193,1.15144,1.38371,5.32471,0.00233,8.2668,0,0,0,0,0,0,0,0,1.03769,1.27768,5.35013,0.00253,0,1.15758e-05,1.15758e-05,1.15758e-05
92,79.9017,1.23679,1.45461,5.38962,0.00258,8.27645,0,0,0,0,0,0,0,0,1.03584,1.27964,5.35033,0.00253,0,1.06414e-05,1.06414e-05,1.06414e-05
93,80.7025,1.37745,1.64833,5.44902,0.00234,8.27328,0,0,0,0,0,0,0,0,1.03584,1.27964,5.35033,0.00253,0,9.68355e-06,9.68355e-06,9.68355e-06
94,81.479,1.11734,1.45679,5.32974,0.00236,8.26821,0,0,0,0,0,0,0,0,1.03584,1.27964,5.35033,0.00253,0,8.70238e-06,8.70238e-06,8.70238e-06
95,82.1764,1.36249,1.95789,5.49019,0.00243,8.26797,0,0,0,0,0,0,0,0,1.03584,1.27964,5.35033,0.00253,0,7.69785e-06,7.69785e-06,7.69785e-06
96,82.8915,1.23166,1.69419,5.39576,0.00234,8.2543,0,0,0,0,0,0,0,0,1.04592,1.28127,5.3462,0.00258,0,6.66995e-06,6.66995e-06,6.66995e-06
97,83.5972,1.43635,1.81752,5.54996,0.00242,8.28418,0,0,0,0,0,0,0,0,1.04592,1.28127,5.3462,0.00258,0,5.61869e-06,5.61869e-06,5.61869e-06
98,84.4638,1.42995,1.62041,5.44165,0.0026,8.27612,0,0,0,0,0,0,0,0,1.04592,1.28127,5.3462,0.00258,0,4.54406e-06,4.54406e-06,4.54406e-06
99,85.1546,1.32169,1.56017,5.37902,0.00243,8.27542,0,0,0,0,0,0,0,0,1.04592,1.28127,5.3462,0.00258,0,3.44607e-06,3.44607e-06,3.44607e-06
100,85.8666,1.25228,1.51086,5.35243,0.00242,8.26755,0,0,0,0,0,0,0,0,1.03989,1.28472,5.34303,0.00259,0,2.32472e-06,2.32472e-06,2.32472e-06
